08:38:43.696 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.crk.journalApp.JournalAppApplicationTests], using SpringBootContextLoader
08:58:13.313 [cluster-ClusterId{value='695dd2cc5d602d18e8f6e34e', description='null'}-ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=125770792, setName='atlas-6425or-shard-0', canonicalAddress=ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017, hosts=[ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017, ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017, ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017], passives=[], arbiters=[], primary='ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az2'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=215, topologyVersion=TopologyVersion{processId=6942e106ebe896785ed4d2f2, counter=3}, lastWriteDate=Wed Jan 07 08:58:13 IST 2026, lastUpdateTimeNanos=73447223377875}
08:58:13.315 [cluster-ClusterId{value='695dd2cc5d602d18e8f6e34e', description='null'}-ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Setting max election id to 7fffffff00000000000000eb from replica set primary ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017
08:58:13.315 [cluster-ClusterId{value='695dd2cc5d602d18e8f6e34e', description='null'}-ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Setting max set version to 215 from replica set primary ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017
08:58:13.315 [cluster-ClusterId{value='695dd2cc5d602d18e8f6e34e', description='null'}-ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017
08:58:13.451 [main] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:7, serverValue:888610}] to ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017
08:58:13.616 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@13ef7fa1, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@23b1aa9, org.springframework.security.web.context.SecurityContextPersistenceFilter@3b57dba4, org.springframework.security.web.header.HeaderWriterFilter@615439f7, org.springframework.web.filter.CorsFilter@54489296, org.springframework.security.web.authentication.logout.LogoutFilter@74697863, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@200d1a3d, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@47569167, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@2616b618, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@4e8598d9, org.springframework.security.web.session.SessionManagementFilter@204d9edf, org.springframework.security.web.access.ExceptionTranslationFilter@45bbc52f, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@7bf018dd]
08:58:13.842 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.crk.journalApp.service.UserServiceTests], using SpringBootContextLoader
08:58:13.843 [main] INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.crk.journalApp.service.UserServiceTests]: no resource found for suffixes {-context.xml, Context.groovy}.
08:58:13.843 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.crk.journalApp.service.UserServiceTests]: UserServiceTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
08:58:13.845 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.crk.journalApp.JournalApplication for test class com.crk.journalApp.service.UserServiceTests
08:58:13.846 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
08:58:13.846 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@632c3f55, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@56b05bd7, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@3e4afd10, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@22aefae0, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@20faaf77, org.springframework.test.context.support.DirtiesContextTestExecutionListener@7440265c, org.springframework.test.context.transaction.TransactionalTestExecutionListener@1d8be7b9, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@48277712, org.springframework.test.context.event.EventPublishingTestExecutionListener@3d53e876, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@48d44b46, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@aa0dbca, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@794cb26b, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@5b7ee56c, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@311a0b3e, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@3de8f85c]
08:59:45.739 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.crk.journalApp.JournalAppApplicationTests], using SpringBootContextLoader
08:59:45.741 [main] INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.crk.journalApp.JournalAppApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
08:59:45.742 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.crk.journalApp.JournalAppApplicationTests]: JournalAppApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
08:59:45.778 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.crk.journalApp.JournalApplication for test class com.crk.journalApp.JournalAppApplicationTests
08:59:45.807 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
08:59:45.814 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@222eb8aa, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@93cf163, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@1852a3ff, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@7203c7ff, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@25bfcafd, org.springframework.test.context.support.DirtiesContextTestExecutionListener@4b6690c0, org.springframework.test.context.transaction.TransactionalTestExecutionListener@46268f08, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@2a76840c, org.springframework.test.context.event.EventPublishingTestExecutionListener@71454b9d, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@eda25e5, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@7cf6a5f9, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@623e088f, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@39fcbef6, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@66565121, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@2fc6f97f]
08:59:46.137 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
08:59:46.162 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 22 ms. Found 2 MongoDB repository interfaces.
08:59:46.376 [main] INFO  org.mongodb.driver.client - MongoClient with metadata {"driver": {"name": "mongo-java-driver|sync|spring-boot", "version": "4.6.1"}, "os": {"type": "Darwin", "name": "Mac OS X", "architecture": "aarch64", "version": "15.6.1"}, "platform": "Java/Eclipse Adoptium/17.0.17+10"} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=null, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=MongoCredential{mechanism=null, userName='chinmaykhiste2006_db_user', source='admin', password=<hidden>, mechanismProperties=<hidden>}, streamFactoryFactory=null, commandListeners=[], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.Jep395RecordCodecProvider@13c8ac77]}, clusterSettings={hosts=[127.0.0.1:27017], srvHost=cluster01c.hibgdkh.mongodb.net, srvServiceName=mongodb, mode=MULTIPLE, requiredClusterType=REPLICA_SET, requiredReplicaSetName='atlas-6425or-shard-0', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='30000 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, sendBufferSize=0}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, sendBufferSize=0}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=true, invalidHostNameAllowed=false, context=null}, applicationName='null', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, contextProvider=null}
08:59:46.381 [cluster-ClusterId{value='695dd32a54999c0441cc6474', description='null'}-srv-cluster01c.hibgdkh.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017 to client view of cluster
08:59:46.389 [cluster-ClusterId{value='695dd32a54999c0441cc6474', description='null'}-srv-cluster01c.hibgdkh.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017 to client view of cluster
08:59:46.389 [cluster-ClusterId{value='695dd32a54999c0441cc6474', description='null'}-srv-cluster01c.hibgdkh.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017 to client view of cluster
08:59:46.478 [main] INFO  org.mongodb.driver.cluster - No server chosen by com.mongodb.client.internal.MongoClientDelegate$1@63fd4dda from cluster description ClusterDescription{type=REPLICA_SET, connectionMode=MULTIPLE, serverDescriptions=[ServerDescription{address=ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, ServerDescription{address=ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, ServerDescription{address=ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}]}. Waiting for 30000 ms before timing out
08:59:46.637 [cluster-rtt-ClusterId{value='695dd32a54999c0441cc6474', description='null'}-ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:6, serverValue:888616}] to ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017
08:59:46.637 [cluster-ClusterId{value='695dd32a54999c0441cc6474', description='null'}-ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:3, serverValue:888616}] to ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017
08:59:46.637 [cluster-ClusterId{value='695dd32a54999c0441cc6474', description='null'}-ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:4, serverValue:788473}] to ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017
08:59:46.637 [cluster-rtt-ClusterId{value='695dd32a54999c0441cc6474', description='null'}-ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:5, serverValue:788474}] to ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017
08:59:46.641 [cluster-ClusterId{value='695dd32a54999c0441cc6474', description='null'}-ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:1, serverValue:792709}] to ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017
08:59:46.641 [cluster-rtt-ClusterId{value='695dd32a54999c0441cc6474', description='null'}-ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:2, serverValue:792705}] to ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017
08:59:46.642 [cluster-ClusterId{value='695dd32a54999c0441cc6474', description='null'}-ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=117955750, setName='atlas-6425or-shard-0', canonicalAddress=ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017, hosts=[ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017, ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017, ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017], passives=[], arbiters=[], primary='ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az2'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=215, topologyVersion=TopologyVersion{processId=6942e106ebe896785ed4d2f2, counter=3}, lastWriteDate=Wed Jan 07 08:59:46 IST 2026, lastUpdateTimeNanos=73540552871583}
